Tweet,Sentiment
بناء مدينة متكاملة بكل هذه المساحات والمرافق والقدرة الاستيعابية يحتاج لوقت   طبيعة المشاريع الإستراتيجية هكذا والمسؤولية الأخلاقية والإنسانية تحتم العمل للأجيال القادمة   علينا أن نعزز الجهود المبذولة وأن نرى المستقبل بعيون متفائلة   صباحكم وطن يمضي بثبات   7,positive
معالي  وزير الإسكان والتخطيط العمراني يوضِّح أنّ ُّلطان_هيثم تستهدف المستحقين ممن هم ضمن نظام منح الأراضي الحكومية السكنية،     347,neutral
الكشف عن التفاصيل التنفيذية لمشروع     التفاصيل في الرابط التالي  94  صحيفة  38,neutral
"مجموعة من اتفاقيات الشراكة والتطوير العقاري الموقعة ضمن مشروع   (المرحلة الأولى)  ▫️تمليك أرضين لمحطتي وقود  لصالح مشروع ""البر والإحسان""   ▫️بناء جامع ومجلس عام  ▫️بناء 5 مساجد ومجالس عامة  ▫️إنشاء مركز وطني لصحة المرأة والطفل بسعة 500 سرير بقيمة 90 مليون رع 34",neutral
لا أعرف من أذكى مطبل في جوقة التطبيل السلطانية، لكن أغباهم أصبح معروفاً لدى الجميع!      ُمان,negative
"▫️جامعة نانيانج التقنية السنغافورية 🇸🇬  والتي ستعمل بالارتباط مع  ""جامعة التقنيات المتقدمة""   حيث تم توقيع إتفاقية انشائها ضمن    لإستيعاب 1500 طالب 39",neutral
"اغتنم الفرصة وسارعوا لاقتناء ارض او فلة او شقة في المدينة المتكاملة والحديثة والمتميزة    ""هذه البداية كما قلنا وإن شاء الله في مدن أخرى ستأتي وخلوكم دائمًا عندكم الجديد""  جلالة السلطان هيثم بن طارق المعظم  حفظه الله ورعاه     020",positive
   لا اله الا الله ومحمد رسول الله نسال الله السلامه  تحتاج ١٥ سنه الموافقه على استثمار حصن الخندق يحتاج ٥ سنوات لأن الموظف في إجازة,neutral
شكرا لتلفزيون      4,positive
 | ✍️ مدرين الكتومية تكتب   لجميع المواطنين  9   ,neutral
شكراً جزيلا لصناع النجاح ل      36,positive
هل هذه من انجازات سلطان هيثم؟ هل هذه من انجازات حكومه سلطنه؟ ( ) هذه ما صارتت   هذه صارت دوله باغيه تقوم بالله عليكم يبالها 21 سنه؟ في دبي 5 سنوات وحنا 21 سنهه والله عيب عيب على حكومتنا لا بعدها 4 غيرهن متى بيخلصن؟,negative
"""الأمور لا بد أن تُؤخذ بالروية، فلا يمكن أن يتغير شيءٌ في ليلة وضحاها""  السلطان  طيب الله ثراه     009",positive
اتفاقيات للمرحلة الأولى في  75,neutral
🇴🇲🇴🇲  البدء في التنفيذ  اتفاقية لتنفيذ البنية الأساسية للمرحلة الأولى بتكلفة تقديرية تبلغ 112  رع  ▪️ ▪️ ▪️ ▪️ ,neutral
الشيخ سالم بن علي السيابي - رئيس مجلس إدارة مجموعة السيابي - مطور الحي رقم 10 في  للشبيبة  🔸حي العاشرة سيتم تنفيذه وفق معايير عالية المستوى وفريدة من نوعها   🔸سيبدأ العمل العام القادم والمستهدف الانتهاء منه خلال 6 سنوات  تغطية          ,positive
 | ربط مباشر من دار الأوبرا السلطانية  | المؤتمر الإعلامي لـ  3 735,neutral
 مقترح لو يتم نقل أصحاب الممتلكات التي تقع على شواطي مسقط ويتم تعويضهم بمنازل في  وتستغل الشواطي سياحيا,neutral
🇴🇲🇴🇲  البدء في التنفيذ  اتفاقية لتنفيذ البنية الأساسية للمرحلة الأولى بتكلفة تقديرية تبلغ 112  رع  ▪️ ▪️ ▪️ ▪️ 9,neutral
شركة قطريّة ستعمل على تطوير بعض أحياء مدينة السلطان هيثم في المرحلة الأولى         1,neutral
كشف معالي دخلفان الشعيلي وزيرة الإسكان والتخطيط العمراني   خلال الحوار الإعلامي الخاص ب   عن نمط جديد ومفهوم عصري لخدمات وزارة  التي تمضي وفق رؤية طموحة تتصدرها تلك المدينة بتفاصيلها ومميزاتها الفريدة ُمان  78,neutral
عمان دولة شاسعه ممتدة وسط الجبال السهول والوديان ظروف بنائها تختلف عن الدول المسطحه ذات مساحه صغيره لا تكن معوج الفكر سطحي العقل أسير المقارنة السمجه أستخدم عقلك من يصرف ميزانياته على بضع مدن مسطحه لا يقارن بمن يصرف ميزانياته على بلد شاسعه صعبة التضاريس  ,positive
 | “الكلية التقنية المتقدمة” أولى المؤسسات التعليمية في مدينة السلطان هيثم         155,neutral
 فكرة رائعة بتخصيص قطع الاراضي في   لمستحقي الاراضي من الشباب وهذه الفكرة ستشجعهم على  الاستعجال في بناء المنازل والاستقرار لما لهذه المدينة من مميزات,positive
حتى مفاهيم الكرم صابها ميل الكيمره قبل الكرامه تولّم !!  أمّا يصوّر ضيفته  لـ الرياجيل وألا ليا منه عطى شي علم !!  ,negative
هنا بداية نهضة عمرانية عصرية تواكب مستقبل  عمان المشرق     48,positive
▶️ التوقيع على اتفاقيات التطوير والشراكة للمرحلة الأولى لـ  تقرير  فارس بن جمعة الوهيبي   0,neutral
التوقيع على اتفاقيات التطوير والشراكة للمرحلة الأولى لـ  16,neutral
“مدينة السلطان هيثم” البداية في 2024 والتنفيذ على 4 مراحل وستنتهي في 2045  35  مسقط - الواحة         6,neutral
🔶 توقيع اتفاقيات التطوير والشراكة للمرحلة الأولى في    🔸تطوير الحي 9 و 6 من قبل شركة أريان العقارية القطرية بقيمة استثمارية تبلغ 327 مليون رع 🔸تطوير الحي رقم 10 من قبل شركة الأبرار العقارية العمانية بقيمة 208 مليون رع     96,neutral
لو كل السيارات في ُمان كهربائية كان راح نرتاح من انبعاثات الكربون،  عاشوا كل واحد يغير سيارته إلى كهربائية 🚶🏻‍♀️  بعد اعلان وزارة النقل والاتصالات وتقنية المعلومات عن توزيع عدد من محطات شحن السيارات الكهربائية في الطرق    721,positive
 | قروض إسكانية مخفضة وتمويل مليوني للمستفيدين من       33,neutral
المهندس فؤاد الكندي لتلفزيون سلطنة عمان عن مدينة السلطان هيثم   08,neutral
 | للراغبين في شراء وحدات سكنية بـ     بنك العز الإسلامي ووزارة الإسكان والتخطيط العمراني يوقعان اتفاقية مشتركة       9,neutral
كشف معالي الدكتور خلفان بن سعيد الشعيلي وزير الإسكان والتخطيط العمراني أنه من المتوقع أن توفر  قرابة 50 ألف وظيفة 374,neutral
نمضي قدمًا بتنفيذ المرحلة الأولى من  بتوقيعنا لاتفاقيات الشراكة والتعاون مع القطاع الحكومي والخاص لنعمل كفريق واحد✨ 🎯   326,positive
 | من المتوقع أن توفر   قرابة 50 ألف وظيفة 🇴🇲 6,positive
منطلقين بتطوير قلب المدينة   الحي( 9 ) والحي( 6 ) بالشراكة مع ( أريان العقارية القطرية) بتكلفة بلغت 327 مليون رع، والحي ( 10) بالشراكة مع ( الأبرار العقارية) بتكلفة بلغت 208 مليون ر ع 🌆    11,neutral
التوقيع على اتفاقيات التطوير والشراكة للمرحلة الأولى لـ          0,neutral
"ولأنها مدينة ""للجميع وميسرة"" وقعنا اتفاقية مع بنك الإسكان العماني لتمويل 3000 قرض إسكاني بقيمة إجمالية 240 مليون رع، والتوقيع على تمويل بنسبة مخفضة من عدة بنوك تجارية، بقيمة إجمالية تزيد عن 40 مليون رع      ",positive
"ولأنها مدينة ""مرنة وفعالة"" بتوفير البنية الأساسية والخدمات العامة، نوقع اتفاقية (مجموعة نماء) بتكلفة تقديرية 112 مليون رع، وتمويل وتنفيذ البنية الأساسية مع ( العمانية للنطاق العريض ومجموعة إذكاء والعمانية للأبراج )، بتكلفة تقديرية 5 مليون رع     2",positive
وبهدف تسهيل وتسريع الحصول على إباحات البناء افتتاح مكتب تراخيص خاص في المشروع، بالاضافة إلى التعاون الفني مع (بلدية مسقط) في تنفيذ البنية الأساسية للشوارع والحدائق    ,neutral
 لـ    -جلالة السُّلطان يتقبل بقصر البركة العامر أوراق اعتماد سفراء سبع دول - عقاري عالمي يتحدث للوصال عن بعض ملامح    -نشاط لتكونات محلية على جبال الحجر مع فرص لأمطار رعدية أحياناً  826,neutral
وتعزيزا لتكاملية القطاعات في بناء المدينة وقعنا مع عدد من الوحدات الحكومية اتفاقيات تطوير وتنفيذ مجموعة من المرافق   🔹مركز لصحة المرأة والطفل 🔹بناء جامع ومجلس عام في حي 12 🔹مجمع خدمات تأهيل للأشخاص ذوي الإعاقة 🔹كلية التقنية المتقدمة  🔹تقنيات المدن الذكية  4,positive
 لـ    -جلالة السُّلطان يتقبل بقصر البركة العامر أوراق اعتماد سفراء سبع دول - عقاري عالمي يتحدث للوصال عن بعض ملامح    -نشاط لتكونات محلية على جبال الحجر مع فرص لأمطار رعدية أحياناً 568,neutral
"وعبر حوارنا المجتمعي والإعلامي فتحنا باب التواصل مؤكدين بأنها ""مدينة للجميع""، مخصصين 5% من الوحدات السكنية لبرنامج المساعدات السكنية، وساعين لرفع النسبة 🇴🇲     48",positive
  وحبذا أن يكون موقع  في مدينةالعرفان الحاليةنظرا لاستراتيجيةالموقع وارتفاعه بهضابه واطلالته بين البحر والجبل،ووجود بعض البنى التحتية والمنشئات القائمة، وهذا يقلل مدةالتنفيذ ليكون في غضون ٥ سنوات وتقسم المدينةإلى أحياءومنها حي العرفان   ,neutral
أول  في عُمان، ، تمثل دخول ُمان في سباق المدن الذكية شارك في معرض بروجكت عُمان، المعرض الدولي لتكنولوجيا ومواد البناء والبنى الأساسية، من ٢٣-٢٥ أكتوبر واستفد من فرصة عرض منتجاتك وخدماتك على القطاع العام والخاص احجز مساحتك 24 8,neutral
 في المرحلة الأولى  ▪️إنشاء الشوارع بقيمة 110مليون ريال ▪️إنشاء الحديقة العامة واستصلاح الوادي بقيمة 39مليون ريال ▪️شراء 340 وحدة سكنية لبرنامج المساعدات السكنية بقيمة 136 مليون ريال ▪️إنشاء المركز الثقافي بقيمة 2 مليون ▪️إنشاء مركز مبيعات بقيمة 2 مليون 269,neutral
|  من اتفاقيات التطوير والشراكة لـ  في المرحلة الأولى   ▪️ مركز وطني لصحة الطفل والمرأة بقيمة 90 مليون ريال عماني   ▪️إنشاء مجمع خدمات التأهيل للأشخاص ذوي الإعاقة في حي 8 بقيمة 8 مليون ريال عماني   ▪️تطوير وتمكين تقنيات المدن الذكية 10 مليون ريال 5,neutral
تقديم قروض إسكانية مخفضة بنسبة 35% بما لا يقل عن 100قرض لكل بنك لتصل القيمة الإجمالية 40 مليون ريال عماني   تطوير الحي 9 و 6 في  بقيمة 327 مليون ريال عماني وتطوير حي رقم 10 بقيمة 208 مليون ريال عماني 939,neutral
أبرز ما جاء في الحوار الإعلامي حول  0,neutral
🔴  ستوفر قرابة 50 ألف وظيفة 7,positive
وزير الإسكان  من المتوقع أن توفر  50 ألف وظيفة 91,positive
وزير الاسكان  ستوفر قرابة 50 ألف وظيفة 34,positive
سيكون بناء  على أربع مراحل المرحلة الأولى منها تنتهي خلال 6 سنوات  وبعد مدينة  المدن القادمة هي ▪️مرتفعات   ▪️مدينة  ▪️مدينة   ▪️مدينة  459,neutral
| فيديو يوضح لك ملامح من  بلسان إحدى المصممات في وزارة الإسكان  9,neutral
لا لظلم  ,negative
  5767,neutral
 تنطلق بخطاها نحو تنفيذ خطتها العمرانية على أرض الواقع بإسناد 60% من المرحلة الأولى للاستثمار، وهي أولى ثمار الخطط التفصيلية المنبثقة من  ✨  ,positive
 المستقبلية 22,neutral
  مشروع وطني بامتياز يدعو للفخر والاعتزاز، وتوقيع الاتفاقيات هو باكورة الانطلاقة للبدء في المشروع ُمان        ُمان   5,positive
يا جماعة والله المعطيات غيييير 😍👏🏻👏🏻👏🏻  شركات عالمية تتنافس وكل منطقة تشرف على تطويرها شركة تطوير عقاري مختلفة عن الأخريات 😍🇴🇲👏🏻  عندي يقين بأن هذه المدينة ستكون المكان الذي حلمنا به دائما  ستكون الأيقونة والتحفة المعمارية لعمان، ورمزية مسقط الجديدة 😍👏🏻 ,positive
المرحلة الاولى من   ٠ ٠ ُمان 9,neutral
   نتمنى كل التوفيق والنجاح لمشروع  والقائمين عليه لتكون حسب التطلعات التي يطمح لها الشباب العماني,positive
الأهداف اللي أعلنت عنها وزارة الإسكان والتخطيط العمراني ل  وبقية المدن طموحة جدا وتبشّر بعهد جديد لتخطيط المدن فب البلد   اللقاء أجاب على تساؤلات كثيرة أهمها إمكانية تحقيق الأهداف المُعلن عنها، الشي المطمئن هو حجم الإلتزامات المالية اللي تم اعتمادها للمشروع 9,positive
أجمل ما في المشاريع هو الاعتماد بشكل كبير على القطاع الخاص من عدة دول، وبرامج التمويل المخصصة للمباني السكنية في    وأيضا تم تخصيص موازنة خاصة من المشروع لتقنيات المدن الذكية والثورة الصناعية الرابعة في البناء 3,positive
أجمل ما في المشاريع هو الاعتماد بشكل كبير على القطاع الخاص من عدة دول، وبرامج التمويل المخصصة للمباني السكنية في    وأيضا تم تخصيص موازنة خاصة من المشروع لتقنيات المدن الذكية والثورة الصناعية الرابعة في البناء 33,positive
🔷العديد من الشركات الخليجية العقارية في   🇶🇦🇦🇪🇸🇦🇴🇲   🔸🌆 دايموند العقارية🇦🇪  ▫️مدينة يتي المستدامة   🔹🌆 أركان العقارية🇸🇦  ▫️مشروع عايدة -يتي   🔸🌆 أريان العقاري🇶🇦  ▫️مدينة السلطان هيثم   والقادم أفضل بإذن الله🔜       1673,positive
 ستوفر قرابة 50 ألف وظيفة 5,positive
  دخلفان الشعيلي  وزير الإسكان والتخطيط العمراني   ◾️يعلن بنك التنمية العماني عن تمويل مشاريع الأعمال الفنية والمرتبطة بالأعمال الإنشائية ومشاريع الشباب العماني في   ◾️سقف التمويل للمشروع 5 ملايين ريال عماني   0,neutral
اتيحت لي مع عدد من الزملاء الاستماع لعرض مقدم من وزارة الاسكان حول مشروع    هذه المدينة المستقبلية والذكية والمستدامة عند اكتمالها ، ستشكل نقلة حضارية في ثقافة المدن والسكن في عمان كل الشكر  للقائمين على المشروع             ,positive
  دخلفان الشعيلي  وزير الإسكان والتخطيط العمراني    ◾️ سيكون من المتاح  للمواطنين الحاصلين على أراضي سكنية بعيدة عن ولاياتهم في  العشر السنوات الفائتة استبدال أراضيهم بأراضي بفرص لشراء وحدات سكنية في  وفق ضوابط وشروط   8470,neutral
📸 جانب من ملتقى الإستثمار والتطوير لمشروع مدينة السلطان هيثم      58,neutral
"  ""إنه لأمر مثير للاهتمام ومشجع أن نشهد تطور مشروع مثل  الذي يعكس الرؤية الطموحة والاستدامة في السلطنة  نتطلع إلى رؤية تحقيق هذا المشروع وتأثيره الإيجابي على ثقافة المدن والسكن في البلاد نشكر جهود القائمين على المشروع ونتمنى لهم التوفيق والنجاح المستمر",positive
"  صور من ملتقى الاستثمار والتطوير "" "" للتعريف بالفرص الاستثمارية التي تتيحها     📷  4",neutral
سالت دموعي سيل      ,negative
    ُمان 9225,neutral
في بادرة لجذب المستثمرين  قدم معالي الدكتور خلفان الشعيلي عرضا مرئيا متميزا ل   والمشاريع العمرانية التي تعكس الرؤية المستقبلية للمدن الذكية والقطاع العقاري بالسلطنة والعمل الريادي للعاملين ب      72,positive
لـِ الصبــــــاح كلمـــــــات جميـــلةٌ وعبــــارات رقيقـــةٌ تطرق باب أسماعنــــا  ومعــــانٍ دافئــــةً تداعب قلوبنـــــــا  فَـ إليكم  تحيةً صباحيةً عطرةً مليئةً بالوِدّ والورد  🤍🕊      098,neutral
"هذه المقولة لصاحب الجلالة السلطان هيثم حفظه الله حيث قال   "" إن عمل الفريق دائما ناجح في هذا البلد ،نعمل دائما كفريق  "" هذه المقوله المحفزة كانت مصدر الهام للفريق الذي يقوده معالي د    وزير  وقد وضعها معاليه كخارطة الطريق نحو بناء  58",positive
عيب المدينة الوحيد  ماشي فيها مرسى لبعدها عن البحر   2,negative
كنت ابحث عن شعار المدينة  طلع حرف ال   بالاتينية   71,neutral
 | شهدت  التوقيع على عدد من الاتفاقيات لتوفير عدد من الخدمات المختلفة للمرحلة الأولى  اعرف تفاصيلها     ,neutral
   هزاع السعدي رئيس مجلس إدارة وجهة للتطوير العقاري ◾️ جدا بما رأيناه من جهود في تصميم     ◾️المدينة ستتيح فرصا كثيرة للشركات العقارية وشركات مواد البناء وغيرها   ◾️وستقدم حلولا إسكانية للمواطنين    🎤   📷  36461,positive
ملتقى تدشين     95,neutral
  نائب رئيس مجلس إدارة    ◾️  مشروع مميز ورائد وستكون فرصة ضائعة للذين تفوتهم فرصة الاستثمار فيها  ◾️سننهي المرحلة الأولى من الأحياء المستثمرة في غضون سنتين  تغطية   تصوير  1839,positive
✍️ في يومين فقط   1 توقيع اتفاقيات لتطوير  2 توقيع اتفاقيات في مجال الهيدروجين الأخضر تقارب 10 مليار $ 3 توقيع اتفاقية لتصدير الغاز الطبيعي المُسال  4 توقيع اتفاقية لتطوير الداون تاون  ومشروع البحيرة الاصطناعي  واخبار اخرى لا تنتهي 🇴🇲♥️ 770,neutral
الانسان هو الاساس في البناء ، اجعلوا بناء الانسان من الاولويات ليبني الوطن ، كانت مسيرة القائد  تركز على المواطن وكم قالها في جولاته بإن الانسان هو الاساس ، توظيف الشباب واستقرارهم هو ما تحتاجه البلد ، والمدن نتركها لاحقا   ,positive
ُمان  تُعلن عن ثلاثة إتفاقيات قيمتها الاستثمارية تتجاوز الـ 20 مليار دولار  1 توقيع اتفاقيات لتطوير  على مراحل   2 توقيع اتفاقيات في مجال الهيدروجين الأخضر يقارب 10 مليار $  3 اتفاقية لتصدير الغاز الطبيعي المُسال  تبدآ في 2026    ,neutral
♦️ما الجديد في  والآمال المتوقعة من  ⭐️  تابعونا في برنامج  مع عيسى الملا     ⏰ | من 2 إلى 4 مساءً 7,neutral
 المحرك الجديد للاقتصاد   حيث  ستقود الى انتعاش اقتصادي مكين   ,positive
      ,neutral
جانب من مشاركتنا في  بـ   بدار الأوبرا السلطانية مسقط بصحبة نخبة مميزة من رجال الأعمال ______________________    9,neutral
 8,neutral
وداعا للماء الحار في فصل الصيف، الطريقه الاضمن والاكثر فعالية العزل الحراري بواسطة الصوف الزجاجي اتصل الان  72588771  ,neutral
بث مباشر |  ما الجديد في  والآمال المتوقعة من     في حلقة اليوم من برنامج  مع عيسى الملا   5475,neutral
" ""الشركة وقعت لإدارة شبكة الألياف البصرية في  وقد بدأت في توفير التصاميم على أن يكون المشروع على مراحل""  مخلفان العامري مدير تخطيط الشبكات-  لـ  مع   78",neutral
إسهامًا في إنجاح أهداف  وجعلها وجهة استثمارية جاذبة؛ سيسعى  إلى جلب الاستثمارات الخارجية وتعزيزها كما ستوفّر شركاته التابعة خدمات ذات جودة عالية، تواكب التقنيات الحديثة لتسهّل جوانب الحياة اليومية العصرية في المدينة 744,positive
اغتنم فُرص الحياة، واكتشف عالمًا من التواصل والانسجام في  🌆   4,positive
ُمان_اليوم بنهج جديد قائم على التواصل والشفافية! طرح يُشار له بالبنان في العرض المقدم من    وزير  في ملتقى  والتطوير عن  تأكيد على أن عُمان تسير وفق استراتيجية مدروسة وطموحة، ومُبشر بتهيئة عُمان لتصبح وجهة استثمار عقاري واعدة ,positive
"الملفت في الموضوع هو طريقةطرح معالي الوزير الخارج عن المألوف في هذه المشاريع وهي إتخاذ دور المسوق وكأن لسان الحال يقول التغير بدأ الأن من   ,وكذلك من الجميل رؤية وإستشعار التناغم بين مؤسسات الدولة لإنجاح المشروع والإعلان عنها أمام الجمهور و بها 5",positive
ستشيد  برؤية واضحة على ٤ مراحل بمساحة تتجاوز ١٤ مليون متر مربع ، وستقوم على معايير عالمية لبناء مدينة آمنة، مستدامة ومتكاملة 4626,positive
بداية العمل في تنفيذ  وبدء إنشاء المركز الوطني لصحة المرأة والطفل بسعة ٥٠٠ سرير 2,neutral
معلومة جديدة 😍😍  بوليفارد    سيكون ضمن المرحلة الاولى   راح يكون مكيف بالكامل صيف بارد وشتاء بارد  في عز الصيف درجة الحرارة في البوليفارد ماتتجاوز 25   أجزاء من المرحلة الاولى بتنتهي في غضون سنتين👏🏻  🇶🇦أريان العقارية   23,neutral
 الاقتصاد في جانب منه شعور  أو انطباع، أي يتأثر بإعلان السياسات و القرارات، و حتى بالشائعات الخطوات التي أعلن عنها، مثل مشاريع الهيدروجين الأخضر أو مشاريع  ، ستكون لها آثار إيجابية على الاقتصاد من المهم الإسراع في التنفيذ,positive
أهلًا بك في نهضة مُتجددة، أهلًا بك في  🌆   367,positive
7   تغطية المؤتمر الإعلامي لمدينة السلطان هيثم   336,neutral
بالشراكة مع وزارة الأسكان والتخطيط العمراني،  يعلن عن مبادرته في تمويل الأعمال الفنية المرتبطة بالعقود الإنشائية بـ  وكذلك مشاريع الشباب العماني التي ستحتضنها المدينة لاحقا 0,neutral
وأكد رئيس مجلس الإدارة م محمد بن أبو بكر السيل الغساني على أن المبادرة تأتي امتثالا للتوجيه السامي لجلالة السلطان هيثم بن طارق المعظم عند رعايته السامية الكريمة لتدشين ,positive
نتشارك التطلعات في حوار الشباب (حيث تزهر الأحلام) ✨  كونوا بالقرب من    81,positive
خلفان الطوقي - كاتب ومحلل في الشأن الاقتصادي  🟧 مدينة السلطان هيثم |    🔸ستكون بداية تنفيذ المشروع مع بداية عام ٢٠٢٤ 🔸خصصت واعتمدت وزارة المالية مبلغ مليار و ٢٠٠ مليون رع من أجل التنفيذ 🔸سيستفيد منها الجميع، سواء مستحقي الأراضي أو المستثمرين من داخل وخارج عمان 🔸سوف يتم تنفيذ ٦٠٪ من مشروع المدينة خلال المرحلة الأولى من عام ٢٠٢٤ إلى ٢٠٣٠    ,neutral
حراكٌ مستمر يجمعنا، نُشكّل فيه  معًا 🌆   ,positive
  رسالة الى  بقيادة معالي الدكتور    عمل رائع جدا ، لا بد له من التسويق الناجح لكل الفئات اقترح اعلانات في وسائل التواصل كتويتر وانستجرام ويوتيوب بدون استخدام المشاهير  اريد كلما اتصفح يأتيني اعلان عن مدينة المستقبل  … يتبع,positive
 ملتقى الشباب   نتشارك التطلعات في حوار الشباب (حيث تزهر الأحلام) ✨  كونوا بالقرب من     5,positive
| لـ  مجموعة من المعايير العالمية لجودة الحياة ورفاهية العيش، إليك أبرزها   205,neutral
| ل  مجموعة من المعايير العالمية لجودة الحياة ورفاهية العيش، نقدم لك أبرزها 594,neutral
مدينةٌ تحتضن الجميع، تُوحّد غاياتهم وطموحاتهم لتكون إرثًا لهم 🌆    3,positive
المحلل الاقتصادي خلفان الطوقي متحدثا عن      9,neutral
هل تعرفون أبواب الربا     1,negative
📑 الفنان  خلال اطلاعه وتعرفه على مشروع  3,neutral
 ممحمد الغساني رئيس مجلس إدارة   ◾️أعلنا عن تقديم قروض للمؤسسات الصغيرة والمتوسطة لطرح خدماتها في  على وجه الخصوص  ◾️ولكون المدينة ذكية سنهتم بدعم المشاريع التقنية والتي تقدم حلولا ذكية للمدينة   🎤   ,positive
  معالي دخلفان الشعيلي وزير الإسكان والتخطيط العمراني يعلن عن جائزة  المخصصة للشباب باسم  مؤكدا على أن تفاصيلها ستعرض قريبا     12,neutral
| ل  مجموعة من المعايير العالمية لجودة الحياة ورفاهية العيش، نقدم لك أبرزها 35,neutral
  معالي الدكتور خلفان الشعيلي وزير الإسكان والتخطيط العمراني   ◾️ سيتم تنفيذ المشاريع الفائزة في جائزة  ضمن المدينة   5442,neutral
 ||   معالي وزير الإسكان والتخطيط العمراني    تدشين مسابقة جائزة مدينة السلطان هيثم  وسيتم الإعلان عن تفاصيلها قريبًا        9,neutral
  معالي الدكتور خلفان الشعيلي وزير الإسكان والتخطيط العمراني    ◾️سنحتاج تقريبا إلى ٣ سنوات ليكون في  أول الساكنين  ◾️ندعو الشباب للتسابق في التملك فيها لما تقدمه من خدمات داعمه لهم وللمستقبل   05,positive
 ||   معالي وزير الإسكان والتخطيط العمراني     سيتم تنفيذ المشاريع الفائزة في جائزة  ضمن المدينة       23,neutral
  معالي الدكتور خلفان الشعيلي وزير الإسكان والتخطيط العمراني    ◾️جلالة السلطان هيثم - حفظه الله - يؤكد دائما على أنه يريد أن تكون  هدية للشباب   ◾️كونها مدينة ذكية ستكون لهم المكان الأنسب لتحقيق طموحاتهم     86,positive
3 سنوات لتكتمل   بما فيها من اعمال ضخمه جداا   و عندنا  4 سنوات حتى يخلص إزدواجية شارع السلطان قابوس في  الذي لايتجاوز طوله 9 كم   عجب عجاب لو ترى عيناك ؟؟       ,positive
 ||   معالي الدكتور خلفان الشعيلي وزير الإسكان والتخطيط العمراني    - سنحتاج تقريبا إلى ثلاث سنوات ليكون في  أول الساكنين   - ندعو الشباب للتسابق في التملك فيها لما تقدمه من خدمات داعمه لهم وللمستقبل    6,positive
 معالي دخلفان الشعيلي وزير الإسكان والتخطيط العمراني يعلن عن جائزة  المخصصة للشباب باسم  مؤكدا على أن تفاصيلها ستعرض قريبا 869,neutral
 معالي الدكتور خلفان الشعيلي وزير الإسكان والتخطيط العمراني  سنحتاج تقريبا إلى ٣ سنوات ليكون في  أول الساكنين 44,positive
🔴 وزير الإسكان  سنحتاج تقريبا إلى ٣ سنوات ليكون في  أول الساكنين 08,positive
 معالي الدكتور خلفان الشعيلي وزير الإسكان والتخطيط العمراني  ◾️  20% من الطاقة الواردة ل  سيكون مصدرها من ألواح الطاقة الشمسية الموضوعة فوق بعض المباني  ◾️ المدينة ستوفر مايقارب 50 ألف فرصة وظيفية مستقبلا لخدمة مجالات كثيرة منها مايقارب 10 آلاف في الطب ,neutral
 ||    معالي الدكتور خلفان الشعيلي وزير الإسكان والتخطيط العمراني  - 20% من الطاقة الواردة ل  سيكون مصدرها من ألواح الطاقة الشمسية الموضوعة فوق بعض المباني   - المدينة ستوفر مايقارب 50 ألف فرصة وظيفية مستقبلا لخدمة مجالات كثيرة منها مايقارب 10 آلاف في الطب          ,positive
  معالي الدكتور خلفان الشعيلي وزير الإسكان والتخطيط العمراني    ◾️نتوقع شهر ٩ او ١٠ بدأ المستثمرين لأحياء  فتح مراكز المبيعات لتسويق الوحدات السكنية، وسيحدد موقع مخصص لتسهيل الاجراءات    44,neutral
أجمل شي في تويتر انه يحفظ التغريدات  نشوفكم بعد ثلاث سنوات  ,positive
أن تحتوي  على مجمع خدمات تأهيل للأشخاص ذوي الاعاقة لهو دلالة عميقة على الرغبة الحقيقية في تحقيق اندماج هذه الفئة مع محيطهم وأن هذه المدينة جاءت للجميع دون استثناء  آمالنا نحن كأشخاص من ذوي الاعاقة كبيرة تجاه هذه المدينة فيما يخص معايير الوصول الشامل وأن تكون مدينة صديقة لهذه الفئة، وما أرجوه فعلا هو إشراك أشخاص منهم من مختلف الإعاقات طوال مرحلة التعمير لضمان تحقيق أقصى قدر ممكن من المواصفات  ,positive
 | تحت عنوان “بصمات” تدشين جائزة        3,neutral
الفريق الاعلامي المسؤول عن  💪💪،  ف حياتي م شفت مثل هذا الإبداع وقوة الترويج  👏👏 اتمنى مثل ذا الفريق يمسك حملة الترويج للسياحه ف سلطنة_عُمان   ,positive
شهدنا في  عرضاً إستثنائيا فارقاً وبتحققه سيكون علامة فارقة لشكل الحياة في المُدن العُمانية معالي الدكتور  أثبت للجميع بأن لا سقف للطموح ولا عقبة يعجز صاحب الهمة عن تجاوزها        5,positive
جهاز الإستثمار العماني سيسعى لجلب الاستثمارات الخارجية لـ      1,positive
(إِنَّ اللَّهَ وَمَلائِكَتَهُ يُصَلُّونَ عَلَى النَّبِيِّ يَا أَيُّهَا الَّذِينَ آمَنُوا صَلُّوا عَلَيْهِ وَسَلِّمُوا تَسْلِيمًا)             ,positive
    انظروا لموضوعنا انه يستحق!    844,positive
"ملتقى الحوار الشبابي لـ  وتدشين مسابقات ""بصمات""  🔥 4",neutral
       شكراً لكُل من ساهم في دعمنا - بارك الله فيك استاذ حمد🤍,positive
